"amount","project_number","report_fy","budget_cycle","fund_type","fund_number","asset_owning_dept","project_name","account","account_number"
"365668.0","ABT00001","15","adopted","General Fund","C400265","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"2850000.0","ACA00001","15","adopted","General Fund","C400265","Transportation & Storm Water","Drainage Projects","Undistributed Budget","512117"
"450000.0","ACC00001","15","adopted","General Fund","C400265","Transportation & Storm Water","Watershed CIP","Undistributed Budget","512117"
"1400000.0","AIH00001","15","adopted","General Fund","C400265","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"400000.0","AIK00001","15","adopted","General Fund","C400265","Transportation & Storm Water","New Walkways","Undistributed Budget","512117"
"800000.0","AIK00003","15","adopted","General Fund","C400265","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"2134000.0","S00684","15","adopted","General Fund","C400265","Environmental Services","South Chollas Landfill Improvements","Undistributed Budget","512117"
"970000.0","S00767","15","adopted","General Fund","C400265","Parks & Recreation","Wightman Street Neighborhood Park","Undistributed Budget","512117"
"47000.0","S11011","15","adopted","General Fund","C400265","Parks & Recreation","Tierrasanta CP Sports Field Lighting","Undistributed Budget","512117"
"600000.0","S11051","15","adopted","General Fund","C400265","Parks & Recreation","Silver Wing NP Sports Field/Lighting","Undistributed Budget","512117"
"100000.0","S13001","15","adopted","General Fund","C400265","Parks & Recreation","Trail for All People","Undistributed Budget","512117"
"1654028.0","S00684","15","adopted","Fleet Services Internal Service Fund","C400676","Environmental Services","South Chollas Landfill Improvements","Undistributed Budget","512117"
"100000.0","AID00007","15","adopted","Bus Stop Capital Improvement Fund","C400691","Transportation & Storm Water","Bus Stop Improvements","Undistributed Budget","512117"
"1750000.0","ABP00001","15","adopted","Sewer Funds","C700008","Public Utilities","Pump Station Restorations","Undistributed Budget","512117"
"3000000.0","ABP00003","15","adopted","Sewer Funds","C700008","Public Utilities","Pump Station 64,65, Penasquitos, E Mission Gorge","Undistributed Budget","512117"
"55367797.0","AJA00001","15","adopted","Sewer Funds","C700008","Public Utilities","Sewer Main Replacements","Undistributed Budget","512117"
"22500000.0","AJA00002","15","adopted","Sewer Funds","C700008","Public Utilities","Pipeline Rehabilitation","Undistributed Budget","512117"
"5000000.0","AJA00003","15","adopted","Sewer Funds","C700008","Public Utilities","Unscheduled Projects","Undistributed Budget","512117"
"2000000.0","AJB00001","15","adopted","Sewer Funds","C700008","Public Utilities","Metropolitan Waste Water Department Trunk Sewers","Undistributed Budget","512117"
"1810000.0","L10001","15","adopted","Sewer Funds","C700008","Public Utilities","Municipal Fac Control Systems Upgrade","Undistributed Budget","512117"
"1000000.0","S00308","15","adopted","Sewer Funds","C700008","Public Utilities","PS 84 Upgrade & PS 62 Abandon","Undistributed Budget","512117"
"100000.0","S00332","15","adopted","Sewer Funds","C700008","Public Utilities","Montezuma Trunk Sewer","Undistributed Budget","512117"
"2078600.0","S14000","15","adopted","Sewer Funds","C700008","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"900000.0","S14022","15","adopted","Sewer Funds","C700008","Public Utilities","MOC Complex Solar Project","Undistributed Budget","512117"
"4000000.0","ABO00001","15","adopted","Sewer Funds","C700009","Public Utilities","Metro Treatment Plants","Undistributed Budget","512117"
"1000000.0","ABP00002","15","adopted","Sewer Funds","C700009","Public Utilities","Metropolitan System Pump Stations","Undistributed Budget","512117"
"100000.0","S00309","15","adopted","Sewer Funds","C700009","Public Utilities","NCWRP Sludge Pump Station Upgrade","Undistributed Budget","512117"
"2694562.0","S00310","15","adopted","Sewer Funds","C700009","Public Utilities","SBWR Plant Demineralization","Undistributed Budget","512117"
"3000000.0","S00312","15","adopted","Sewer Funds","C700009","Public Utilities","PS2 Power Reliability & Surge Protection","Undistributed Budget","512117"
"312044.0","S00315","15","adopted","Sewer Funds","C700009","Public Utilities","Point Loma Grit Processing Improvements","Undistributed Budget","512117"
"286398.0","S00319","15","adopted","Sewer Funds","C700009","Public Utilities","EMTS Boat Dock Esplanade","Undistributed Budget","512117"
"1681507.0","S00323","15","adopted","Sewer Funds","C700009","Public Utilities","MBC Odor Control Facility Upgrades","Undistributed Budget","512117"
"3913900.0","S00339","15","adopted","Sewer Funds","C700009","Public Utilities","MBC Dewatering Centrifuges Replacement","Undistributed Budget","512117"
"1203400.0","S14000","15","adopted","Sewer Funds","C700009","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"350000.0","S14022","15","adopted","Sewer Funds","C700009","Public Utilities","MOC Complex Solar Project","Undistributed Budget","512117"
"2054000.0","ABI00001","15","adopted","Water Fund","C700010","Public Utilities","Water Treatment Plants","Undistributed Budget","512117"
"4660427.0","ABJ00001","15","adopted","Water Fund","C700010","Public Utilities","Water Pump Station Restoration","Undistributed Budget","512117"
"6637485.0","ABL00001","15","adopted","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"500000.0","ABM00001","15","adopted","Water Fund","C700010","Public Utilities","Groundwater Asset Development Program","Undistributed Budget","512117"
"50000.0","ACC00001","15","adopted","Water Fund","C700010","Transportation & Storm Water","Watershed CIP","Undistributed Budget","512117"
"4002532.0","AKA00003","15","adopted","Water Fund","C700010","Public Utilities","Large Diameter Water Transmission PPL","Undistributed Budget","512117"
"1745273.0","AKB00002","15","adopted","Water Fund","C700010","Public Utilities","Freeway Relocation","Undistributed Budget","512117"
"41172755.0","AKB00003","15","adopted","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"400000.0","AKB00004","15","adopted","Water Fund","C700010","Public Utilities","Seismic Upgrades","Undistributed Budget","512117"
"50000.0","S00030","15","adopted","Water Fund","C700010","Public Utilities","Otay WTP Upgrade & Expansion","Undistributed Budget","512117"
"300000.0","S00044","15","adopted","Water Fund","C700010","Public Utilities","Lower Otay Reservoir Emer Outlet Improve","Undistributed Budget","512117"
"2728894.0","S00684","15","adopted","Water Fund","C700010","Environmental Services","South Chollas Landfill Improvements","Undistributed Budget","512117"
"400000.0","S10008","15","adopted","Water Fund","C700010","Public Utilities","El Monte Pipeline No 2","Undistributed Budget","512117"
"500000.0","S10013","15","adopted","Water Fund","C700010","Public Utilities","Barrett Flume Cover","Undistributed Budget","512117"
"2500000.0","S11021","15","adopted","Water Fund","C700010","Public Utilities","University Ave Pipeline Replacement","Undistributed Budget","512117"
"5000000.0","S11022","15","adopted","Water Fund","C700010","Public Utilities","Upas St Pipeline Replacement","Undistributed Budget","512117"
"400000.0","S11024","15","adopted","Water Fund","C700010","Public Utilities","Miramar Clearwell Improvements","Undistributed Budget","512117"
"2000000.0","S11026","15","adopted","Water Fund","C700010","Public Utilities","Montezuma/Mid-City Pipeline Phase II","Undistributed Budget","512117"
"5258471.0","S11027","15","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL Abandon E of Highland","Undistributed Budget","512117"
"3000000.0","S12008","15","adopted","Water Fund","C700010","Public Utilities","Catalina 12inch Cast Iron Mains","Undistributed Budget","512117"
"500000.0","S12009","15","adopted","Water Fund","C700010","Public Utilities","La Jolla Scenic Drive 16inch Main","Undistributed Budget","512117"
"2000000.0","S12010","15","adopted","Water Fund","C700010","Public Utilities","30th Street Pipeline Replacement","Undistributed Budget","512117"
"3585500.0","S12011","15","adopted","Water Fund","C700010","Public Utilities","69th & Mohawk Pump Station","Undistributed Budget","512117"
"500000.0","S12012","15","adopted","Water Fund","C700010","Public Utilities","Cielo & Woodman Pump Station","Undistributed Budget","512117"
"200000.0","S12014","15","adopted","Water Fund","C700010","Public Utilities","Recycled Water Tank Modifications","Undistributed Budget","512117"
"925000.0","S12016","15","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL West of Highland Avenue","Undistributed Budget","512117"
"250000.0","S12018","15","adopted","Water Fund","C700010","Public Utilities","Lower Otay Outlet Tower","Undistributed Budget","512117"
"2193264.0","S12040","15","adopted","Water Fund","C700010","Public Utilities","Tierrasanta (Via Dominique) Pump Station","Undistributed Budget","512117"
"2000000.0","S13015","15","adopted","Water Fund","C700010","Public Utilities","Water & Sewer Group Job 816 (W)","Undistributed Budget","512117"
"2188000.0","S14000","15","adopted","Water Fund","C700010","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"2000000.0","S14021","15","adopted","Water Fund","C700010","Public Utilities","Bayview Reservoir Solar Project","Undistributed Budget","512117"
"450000.0","S14022","15","adopted","Water Fund","C700010","Public Utilities","MOC Complex Solar Project","Undistributed Budget","512117"
"2600000.0","S14019","15","adopted","Golf Course Enterprise Fund","C700045","Parks & Recreation","Torrey Pines N. Golf Course-Improvements","Undistributed Budget","512117"
"125000.0","AEA00003","15","adopted","Golf Course Enterprise Fund","C700046","Parks & Recreation","Mission Bay Golf Course","Undistributed Budget","512117"
"2500000.0","S11010","15","adopted","Golf Course Enterprise Fund","C700046","Parks & Recreation","Mission Bay GC Renovation/Reconstruction","Undistributed Budget","512117"
"1200000.0","S15000","15","adopted","Recycling Fund","C700049","Environmental Services","CNG Fueling Station for Refuse & Recycling","Undistributed Budget","512117"
"250000.0","S10035","13","adopted","Maintenance Assessment Districts","C200038","Parks & Recreation","Pomerado Median Improve-N of R Bernardo","Undistributed Budget","512117"
"25000.0","S12006","13","adopted","Maintenance Assessment Districts","C200038","Parks & Recreation","Rancho Bernardo Streetscape-Phase I","Undistributed Budget","512117"
"65000.0","S10038","13","adopted","Maintenance Assessment Districts","C200059","Parks & Recreation","Del Mar Terrace Street Improvements","Undistributed Budget","512117"
"45000.0","S10054","13","adopted","Maintenance Assessment Districts","C200063","Parks & Recreation","Switzer Canyon Bridge Enhancement Prog","Undistributed Budget","512117"
"125000.0","L12001","13","adopted","Maintenance Assessment Districts","C200076","Parks & Recreation","Talmadge Historic Gates","Undistributed Budget","512117"
"30000.0","S10037","13","adopted","Maintenance Assessment Districts","C200081","Parks & Recreation","Camino Santa Fe Median Improvements","Undistributed Budget","512117"
"50000.0","S00826","13","adopted","Maintenance Assessment Districts","C200095","Parks & Recreation","El Cajon Blvd Streetscape Improvements","Undistributed Budget","512117"
"1800000.0","ABT00003","13","adopted","Energy Conservation Program Fund","C200225","Environmental Services","Citywide Energy Improvements","Undistributed Budget","512117"
"503095.0","AGF00004","13","adopted","Mission Bay Park Improvement Fund","C200386","Parks & Recreation","Mission Bay Improvements","Undistributed Budget","512117"
"2500000.0","AGF00005","13","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Regional Park Improvements","Undistributed Budget","512117"
"1100000.0","S13013","13","adopted","OneSD/ERP Funding","C200610","Department of Information Technology","Enterprise Asset Management SAP","Undistributed Budget","512117"
