"dept_group","dept_name","dept_division","dept_section","funds_center","funds_center_number"
"Transportation","Transportation","Storm Water","Storm Water O&M","Channel & Pump Station Maintenance","2116121112"
"Transportation","Transportation","Storm Water","Storm Water O&M","Drainage Systems","2116121122"
"Transportation","Transportation","Storm Water","Storm Water O&M","Infrastructure & Asset Management","2116121121"
"Transportation","Transportation","Storm Water","Storm Water O&M","Operations & Maintenance Engineering","2116121119"
"Transportation","Transportation","Storm Water","Storm Water O&M","Ops Environmental Permitting & Planning","2116121120"
"Transportation","Transportation","Storm Water","Storm Water O&M","Parking Enforcement","2116121113"
"Transportation","Transportation","Storm Water","Storm Water O&M","Pump Station Maintenance & Repair","2116121116"
"Transportation","Transportation","Storm Water","Storm Water O&M","Storm Drain Inspections & Cleaning","2116121117"
"Transportation","Transportation","Storm Water","Storm Water O&M","Storm Drain Repair","2116121118"
"Transportation","Transportation","Storm Water","Storm Water O&M","Storm Water O&M Section Administration","2116121101"
"Transportation","Transportation","Storm Water","Storm Water O&M","Street Sweeping","2116121114"
"Transportation","Transportation","Storm Water","Storm Water O&M","Structure Maintenance","2116121111"
"Transportation","Transportation","Street","Street","Asset & Contract Management","2116110024"
"Transportation","Transportation","Street","Street","Electrical","2116110012"
"Transportation","Transportation","Street","Street","Graffiti","2116110023"
"Transportation","Transportation","Street","Street","Roadways","2116110013"
"Transportation","Transportation","Street","Street","Roadways-In MC Scope","2116110017"
"Transportation","Transportation","Street","Street","ROW Maintenance","2116110025"
"Transportation","Transportation","Street","Street","Station 38","2116110011"
"Transportation","Transportation","Street","Street","Street Division Admin-In MC Scope","2116110002"
"Transportation","Transportation","Street","Street","Street Division Administration","2116110001"
"Transportation","Transportation","Street","Street","Street Lights","2116110021"
"Transportation","Transportation","Street","Street","Traffic","2116110014"
"Transportation","Transportation","Street","Street","Traffic-In MC Scope","2116110018"
"Transportation","Transportation","Street","Street","Traffic Signals","2116110022"
"Transportation","Transportation","Street","Street","Tree Maintenance","2116110016"
"Transportation","Transportation","Street","Street","Trench Restoration","2116110015"
"Transportation","Transportation","Street","Street","Trench Restoration-In MC Scope","2116110019"
"Transportation","Transportation","Street","Street","Weed Abatement-In MC Scope","2116110020"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Liaison to SANDAG/MTS","2116130016"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Multimodal","2116130011"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","TEO Division Administration","2116130001"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Traffic Operations Region 1","2116130013"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Traffic Operations Region 2","2116130017"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Traffic Safety, Information & Analysis","2116130014"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Traffic Signal Management","2116130012"
"Transportation","Transportation","Transportation Engineering Operations","Transportation Engineering Operations","Transportation Systems Oversight","2116130015"
"Department of Information Technology","Department of Information Technology","Citywide IT Fixed Expenses","Citywide IT Fixed Expenses","Citywide IT Fixed Expenses","1314160011"
"Department of Information Technology","Department of Information Technology","Department of Information Technology","Department of Information Technology","Department Management","1314000001"
"Department of Information Technology","Department of Information Technology","Department of Information Technology","Department of Information Technology","Financial & Support Services","1314000012"
"Department of Information Technology","Department of Information Technology","Department of Information Technology","Department of Information Technology","Project Management Office","1314000011"
"Department of Information Technology","Department of Information Technology","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Operations","Application Services Management","1314120014"
"Department of Information Technology","Department of Information Technology","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Operations","Data Center Services Management","1314120012"
"Department of Information Technology","Department of Information Technology","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Operations","Data/Voice Network Services Management","1314120013"
"Department of Information Technology","Department of Information Technology","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Operations","Division Management","1314120001"
"Department of Information Technology","Department of Information Technology","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Ops Management","1314120011"
"Department of Information Technology","Department of Information Technology","Enterprise IT Sourcing Operations","Enterprise IT Sourcing Operations","Service Desk/Desktop Support Management","1314120015"
"Department of Information Technology","Department of Information Technology","Enterprise Resource Planning","Enterprise Resource Planning","Division Management","1314130001"
"Department of Information Technology","Department of Information Technology","Enterprise Resource Planning","Enterprise Resource Planning","Enterprise Resource Planning","1314130011"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Citywide Technologies & Applications","1314110012"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Client Relationship Management","1314110018"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Comp Infra Support - Customer Service","1314110015"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Comp Infra Support - Section Mgmt","1314110014"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Division Management","1314110001"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Enterprise Security & Standards","1314110011"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Internal Services Management","1314110017"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","IT Governance & Strategic Planning","1314110016"
"Department of Information Technology","Department of Information Technology","Information Technology","Information Technology","Web Services","1314110013"
"Department of Information Technology","Department of Information Technology","IT Contract Management","IT Contract Management","Citywide Copy Contract Services","1314150012"
"Department of Information Technology","Department of Information Technology","IT Contract Management","IT Contract Management","Division Management","1314150001"
